,分類,書名,作者,出版社,出版日期,優惠價,也買了
3305,考試用書,2022不動產經紀人[專業科目]套書(贈不動產經紀人法典/模擬試卷/導讀影音課程),三民名師群,三民輔考,2022/05/27,優惠價：75折 1590元,"['民法入門(15版)', '[MUJI無印良品]自由換芯按壓滑順膠墨筆/黑0.5mm']"
3306,考試用書,大數據考點直擊-行政法(申論題)-2022高考.三等特考(保成),子雲,志光教育保成數位出版,2022/04/27,優惠價：79折 616元,"['【澳洲 Bains Wholefoods】 鷹嘴豆零食脆片100g (原味)', 'Sutharos 泰好吃 ─ 泰式椰奶酸辣湯(清真認證)', 'Sutharos 泰好吃 ─ 泰式南薑椰奶湯(清真認證)', '這是一本民法總則解題書(11版)', '大數據考點直擊─民法總則(申論題)─2021高普特考(保成)', 'Sutharos 泰好吃 ─ 泰式酸辣湯(清真認證)', '這是一本民法概要解題書(2版)']"
3307,考試用書,2022司律第一試-公司法、證券交易法-小科立大功-極重點整理＋經典題演練(保成)(二版),"易昊,浩然",志光教育保成數位出版,2022/04/22,優惠價：79折 237元,['NaN']
3308,考試用書,民法債編 ( II ),張志朋律師,高點,2022/05/09,優惠價：95折 523元,"['民法債編( I )', '[星巴克]STANLEY星空藍16.9OZGO不鏽鋼杯', '民法物權', '再也沒有蒜苗佐烏魚子了']"
3309,考試用書,2022就業服務乙級技能檢定學術科考照祕笈：收錄就服乙級參考題庫［九版］［就業服務技術士］,珍妮,千華數位文化,2022/05/20,優惠價：79折 600元,['心念自癒力，逆轉慢性病(親簽版)：21世紀最新心念醫學']
3310,考試用書,2022不動產經紀人套書(贈不動產經紀人法典/模擬試卷/導讀影音課程),三民名師群,三民輔考,2022/05/27,優惠價：75折 1898元,['民法入門(15版)']
3311,考試用書,2022普通數學題庫(國小教甄適用)(總題數945題)(三版),莫非,三民輔考,2022/05/26,優惠價：79折 356元,"['2022國語文題庫(國小教甄適用)(總題數1321題100%題題詳解)(三版)', '2022教育專業科目題庫(國小教甄適用)【總複習題庫1033題】', '2022英文題庫(國小教甄適用)(總題數1207題100%題題詳解)(三版)']"
3312,考試用書,民事訴訟法學霸筆記書,葉律齊,波斯納出版有限公司,2022/06/01,優惠價：95折 646元,"['行政法(Ⅰ)學霸筆記書：行政程序法', '非本科系六連榜司法官學霸告訴你：這樣做就只能上榜了啊', '刑法學霸筆記書(二版)', '行政法(Ⅱ)學霸筆記書：行政罰、行政執行與行政爭訟', '實務最前線 民法X民訴(2版)', '實務最前線 行政法(2版)', '憲法學霸筆記書(二版)', '扒扒飯─雙椒醬', '2022年公法大數據實務解讀', '【永信HAC】南六醫用星座彩色口罩 30片/盒(雙魚座)', '實務最前線 刑法X刑訴(2版)', '月旦法學教室 6月號/2022 第236期']"
3313,考試用書,最新版就業服務乙級檢定完勝攻略｜完整學術科解析,賴秋琴,碁峰,2022/06/14,優惠價：79折 490元,"['新時代 乙級電腦軟體應用學科題庫必通解析 ─ 最新版(第四版) ─ 附MOSME行動學習一點通：學科 ‧ 診斷 ‧ 擬真', '電腦軟體應用乙級檢定學科試題解析 2021版', '電腦軟體應用丙級檢定學科試題解析|109年啟用(第二版)', '電腦軟體應用丙級技能檢定：學科+共同科目試題解析(109年完整版) (第二版) 109.07.01起報檢者適用', '丙級電腦軟體應用學科解析']"
3314,考試用書,公職考試2022試題大補帖【普通科目(國文含作文、公文)】(107~110年試題)(申論題型)[適用三等、四等/高考、普考、地方特考、關務、警察、鐵特、司法、調查、海巡、移民、國安、外交、民航、稅務、國際經濟商務人員],百官網公職師資群,大碩教育,2022/04/22,優惠價：79折 205元,"['公職考試2022試題大補帖【工程數學】(103~110年試題)(申論題型)[適用三等/高考、地方特考、鐵特、調查、技師]', '公職考試2022試題大補帖【電子學(含電子學概要、電子學與電路學)】(106~110年試題)(申論題型)[適用三等、四等/高考、普考、地方特考、關務、鐵特、司法/調查、技師]', '公職考試2022試題大補帖【計算機概論(含計算機概要、計算機系統)】(103~110年試題)(申論題型)[適用三等、四等/調查/國安、關務、鐵特、高考、地方特考、技師考試]', '公職考試2022試題大補帖【電路學(含電子學與電路學、電子學與電路學概要)】(104~110年試題)(申論題型)[適用三等、四等/關務、鐵特、調查、司法、高考、地方特考、技師考試]', '公職考試2022試題大補帖【普通科目(國文、法學知識、英文、綜合法政知識)】(110年度)(測驗題型)[適用三等、四等/高普考、地方特考、關務、警察、鐵路、司法、移民、外交、海巡、調查特考]', '國家考試申論題作答技巧暨範例、空白模擬試卷(保成)', '公職考試2022試題大補帖【電力系統】(103~110年試題)(申論題型)[適用三等/高考、地方特考、關務、鐵特、技師]', '2022刑事訴訟法概要(司法四等適用)[贈法科申論題寫作技巧雲端課程](七版)', '公職考試2022試題大補帖【工程數學】(103~110年試題)(測驗題型)[適用三等/鐵特、高考、地方特考]', '公職考試2022試題大補帖【基本電學】(100~110年試題)(申論題型)[適用四等/鐵特、關務、普考、地方特考]', '2022行政法概要(司法特考四等適用)100%題題擬答/詳解(贈法科申論題寫作技巧課程)(八版)', '2022法學知識與英文(包括中華民國憲法ˋ法學緒論ˋ兩岸關係ˋ英文)：最新司法+調查局試題解析[十六版](司法特考/調查局/國安局)', '2022刑法概要(司法特考適用)100%題題詳解(贈法科申論題寫作技巧)', '公職考試2022試題大補帖【環保行政學(含環保行政學概要)】(104~110年試題)(申論題型)[適用三等、四等/高考、普考、地方特考]', '公職考試2022試題大補帖【電機機械(含電工機械概要)】(104~110年試題)(申論題型)[適用三等、四等/高考、普考、地方特考、關務、鐵特、技師]']"
3315,考試用書,【最詳盡試題解析】2023全新 初考五等「歷屆題庫完全攻略」：最新公民(總題數1890題),林沂,宏典文化,2022/05/13,優惠價：79折 490元,"['【最詳盡試題解析】2023全新 初考五等「歷屆題庫完全攻略」：國文(總題數3810題)', '【最詳盡試題解析】2023全新 初考五等「歷屆題庫完全攻略」：英文(總題數1930題)', '【最詳盡試題解析】2023全新 初考五等「歷屆題庫完全攻略」：法學大意(總題數3300題)', '【最詳盡試題解析】2023全新 初考五等「歷屆題庫完全攻略」：行政學大意(總題數2550題)']"
3316,考試用書,這是一本警察情境實務解題書（7版）,"謝安,張旭",讀享數位,2022/05/06,優惠價：9折 792元,['YES SIR!警察法規選擇這樣寫決勝題庫─2022警察特考.一般警察特考.警大二技.警正警佐(保成)']
3317,考試用書,高中數學必考公式酷搜本,孫唯洺,鴻漸文化,2022/04/20,優惠價：79折 190元,"['真希望高中數學這樣教：系列暢銷20萬冊!跟著東大教授的解題祕訣，6天掌握高中數學關鍵', '重量級國學與古文[素養學堂]', '[MUJI無印良品]單字卡/100張', '重點整理、快速複習!國中資優數學王一本制霸', '速查!數學大百科事典：127 個公式、定理、法則', '數學，這樣看才精采：李國偉的數學文化講堂', 'SUPER BRAIN 國文學霸超強筆記(108課綱)', '宅學力 升高中先修數學銜接教材(108課綱)']"
3318,考試用書,【最詳盡試題解析】2023全新 初考五等「歷屆題庫完全攻略」：國文(總題數3810題),吳嶽,宏典文化,2022/05/13,優惠價：79折 490元,['NaN']
3319,考試用書,32K最新機車考照完全手冊,世一文化編輯群,世一,2022/05/26,優惠價：9折 144元,"['【美味田】極特濃系_原味乳酪絲(煙燻風味)(60g)', '2022最新版機車考照快速過關攻略：【獨家】教練過關祕訣×路考場地模擬圖×完整筆試題×新制重機、身障領照指引', 'YSH益勝軒 成人醫療口罩50入/盒─冰雪白 台灣製 符合國家標準']"
3320,考試用書,紀綱的刑事訴訟法解題書（5版）,紀綱,讀享數位,2022/06/01,優惠價：9折 720元,"['這是一本民法總則解題書(11版)', '身分法題型破解(9版)', '就是這本保險法體系+解題書(5版)', '刑事訴訟法考點透析', '這是一本民事訴訟法解題書(進階篇)(8版)']"
3321,考試用書,2022郵政(郵局)[外勤人員]套書(郵遞業務/運輸業務適用)(贈郵政外勤小法典),三民名師群,三民輔考,2022/04/28,優惠價：75折 1388元,"['2021郵局內勤六合一題庫攻略(共1182試題，題題詳解) (中華郵政專業職二內勤適用)(八版)', '2021郵政內勤六合一40天速成(收錄1123道試題)(附讀書計畫表)(郵局專業職二內勤適用)(六版)', '2022年郵政招考「金榜專送」【金融科技知識】 (符合郵局公告命題範圍.突破單選題型最佳用書‧根據郵政試題全新改版)(2版)', '2022英文(中華郵政(郵局)專業職(一)、專業職(二)內勤外勤適用)(十六版)', '2022郵政招考：內勤速成總整理(郵政三法大意+金融科技知識二合一)']"
3322,考試用書,2023初等、地方五等[一般行政]套書(初考/地特五等)(贈法學大意小法典),三民名師群,三民輔考,2022/04/29,優惠價：75折 1935元,['【花月嵐】大蒜拳骨拉麵禮盒兩組(4入)─ 原味']
3323,考試用書,2022司律第一試：民事訴訟法-定江山-極重點整理+經典題演練-律師.司法官(保成)(二版),宋定翔,志光教育保成數位出版,2022/04/27,優惠價：79折 411元,"['2022司律第一試─行政法─定江山─極重點整理+經典題演練─律師.司法官(保成)(二版)', '2022司律第一試綜合法學：七小科立大功─極重點整理+經典題演練(保成)(二版)', '綜合法學(試題本&解析本)第一試模擬Q&A─2022律師.司法官(保成)(二版)', '[MUJI無印良品]自由換芯滑順膠墨筆芯/黑0.5mm', '力度伸維他命C+D+鋅發泡錠 30錠', '海商法爭點解讀', '選我正解!國際公法選擇題(2版)', '司法官、律師考試第二試新式申論題國家考試卷(保成)', '國考線上閱卷申論式空白作答紙(4份)', '張璐的民法選擇題(4版)', '鬼滅之刃迷你便條紙：竈門炭治郎', '刑法.刑訴 第一試選擇題歷屆試題詳解 (110~100年)', '超擬真【測驗式答案卡】(依國家考試規格設計‧適用公職/就業/證照/升學考試)(內含10份 )', '【荷蘭史翠普】焦糖煎餅250g']"
3324,考試用書,高中英文句型 學測中譯英 高分總攻略：全彩平裝書（附別冊）,LiveABC編輯群,希伯崙,2022/04/27,優惠價：9折 315元,"['NEW TOEIC新制多益 聽力五回：全真模擬試題+詳盡解析(附音檔QRcode)', 'NEW TOEIC新制多益 閱讀五回 全真模擬試題+詳盡解析', '新制多益練武功 擬真試題15回+詳解', '50天搞定新制多益核心單字隨身讀', '朗文全民英檢初級教室：聽力&閱讀初試學習本(附CD)(二版)', '句型X翻譯 英語力的關鍵(全新修訂版)【書+朗讀MP3+別冊】']"
3325,考試用書,公司法題型破解(11版),齊軒,學稔出版社,2022/05/16,優惠價：79折 466元,"['善存 醫用口罩(未滅菌)─成人立體型 藍莓優格(25入/盒)', '證券交易法題型破解(12版)']"
3326,考試用書,透明的刑法解題書,榮律師,高點,2022/05/17,優惠價：95折 618元,['老師解題─民法總則─2022高普特考.轉學考.國考各類科(保成)']
3327,考試用書,憲法學霸筆記書(二版),項勻,波斯納出版有限公司,2022/06/01,優惠價：95折 618元,"['非本科系六連榜司法官學霸告訴你：這樣做就只能上榜了啊', '民事訴訟法學霸筆記書', '行政法(Ⅰ)學霸筆記書：行政程序法', '行政法(Ⅱ)學霸筆記書：行政罰、行政執行與行政爭訟']"
3328,考試用書,2022英文題庫(高普考/地方特考/三等/四等)(總題數940題100%題題詳解)(二版),三民名師群,三民輔考,2022/04/28,優惠價：79折 332元,"['2022法學知識(憲法+法學緒論)題庫(高普考/三四等適用)主題分類+模擬試題+最新試題=1，054題，100%題題詳解(二版)', 'A5經典方格筆記本。黑色│介紙1.0鋼筆適用紙']"
3329,考試用書,財產法(含民事法綜合題)解題書,李淑明,高點,2022/05/13,優惠價：95折 646元,['NaN']
3330,考試用書,25K最新汽車考照完全手冊,世一文化編輯群,世一,2022/05/26,優惠價：9折 144元,"['2022最新版機車考照快速過關攻略：【獨家】教練過關祕訣×路考場地模擬圖×完整筆試題×新制重機、身障領照指引', 'E.City_可愛笑臉保溫保冷便當袋 深藍']"
3331,考試用書,公民掌心雷(108課綱)(增訂二版),三民公民編輯小組,三民,2022/04/20,優惠價：95折 152元,"['歷史掌心雷(108課綱)(二版)', '【瑞典Oatly】咖啡師燕麥奶(1000ml)', '【Cap】強力吸盤浴室防滑墊(浴室地墊/防滑地墊) 白色', '地理掌心雷(108課綱)']"
3332,考試用書,2022稅法與實務(下)(記帳士考試適用)(贈全真模擬考)(三民補習班年度教材),王如,三民輔考,2022/05/06,優惠價：79折 514元,"['2022稅法與實務(上)(記帳士考試適用)(贈全真模擬考)(三民補習班年度教材)(十六版)', '2022記帳相關法規概要(年年銷售冠軍)(記帳士考試適用)(十六版)', '2022會計學概要(記帳士適用)(對應最新EAS及IFRSs編修)【關鍵考題888題】(十六版)', '2022記帳士搶分小法典(含重點標示+精選試題)(三民上榜生必備)(十二版)', '[MUJI無印良品]自由換芯按壓滑順膠墨筆/藍0.5mm']"
3333,考試用書,一本搞定 基礎刑法（3版）,奧立夫,學稔出版社,2022/04/28,優惠價：79折 616元,"['法學緒論─飆分秘技─2022一般警察特考(保成)', '這是一本犯罪學解題書', '2022警察特考─決勝關鍵─警察法規題庫套組(申論+選擇)(內外軌皆適用)(共2本)', '考前30天─警察法規概要─一般行政警察四等(保成)(二版)', '法學緒論(大意)百分百測驗題庫命題焦點完全攻略(高普初‧地方特考‧三、四、五等特考‧司法‧鐵路‧警察‧升等考‧各類考試適用)']"
3334,考試用書,2022司法官、律師一試通關套書(保成)(共4本),"棋許,武羿,孫權,宋定翔,易天,浩然",志光教育保成數位出版,2022/05/11,優惠價：79折 1620元,['綜合法學(試題本&解析本)第一試模擬Q&A─2022律師.司法官(保成)(二版)']
3335,考試用書,2022國語文題庫(國小教甄適用)(總題數1321題100%題題詳解)(三版),晁瑋,三民輔考,2022/05/19,優惠價：79折 379元,"['2022普通數學題庫(國小教甄適用)(總題數945題)(三版)', '2022教育專業科目題庫(國小教甄適用)【總複習題庫1033題】']"
3336,考試用書,公職考試2022試題大補帖【普通科目(國文、法學知識、英文、綜合法政知識)】(110年度)(測驗題型)[適用三等、四等/高普考、地方特考、關務、警察、鐵路、司法、移民、外交、海巡、調查特考],百官網公職師資群,大碩教育,2022/04/22,優惠價：79折 458元,"['公職考試2022試題大補帖【普通科目(國文含作文、公文)】(107~110年試題)(申論題型)[適用三等、四等/高考、普考、地方特考、關務、警察、鐵特、司法、調查、海巡、移民、國安、外交、民航、稅務、國際經濟商務人員]', '公職考試2022試題大補帖【電子學(含電子學概要、電子學與電路學)】(106~110年試題)(申論題型)[適用三等、四等/高考、普考、地方特考、關務、鐵特、司法/調查、技師]', '公職考試2022試題大補帖【工程數學】(103~110年試題)(申論題型)[適用三等/高考、地方特考、鐵特、調查、技師]', '公職考試2022試題大補帖【電路學(含電子學與電路學、電子學與電路學概要)】(104~110年試題)(申論題型)[適用三等、四等/關務、鐵特、調查、司法、高考、地方特考、技師考試]', '公職考試2022試題大補帖【工程數學】(103~110年試題)(測驗題型)[適用三等/鐵特、高考、地方特考]']"
3337,考試用書,2022年郵政招考專業職（二）（內勤－櫃台業務、郵務處理、外匯櫃台）套書【重點內容整理+最新試題詳解】（贈企管通用詞庫、題庫網帳號、雲端課程）,鼎文公職名師群,鼎文,2022/05/05,優惠價：75折 1650元,"['2022年郵政招考「金榜專送」【金融科技知識】 (符合郵局公告命題範圍.突破單選題型最佳用書‧根據郵政試題全新改版)(2版)', '2022年郵政招考「金榜專送」【郵政英文】(提升郵政字彙能力‧歷屆試題詳盡解析)(10版)', '2022郵政招考：內勤速成總整理(郵政三法大意+金融科技知識二合一)', '2022郵政招考：內勤速成總整理(國文閱讀測驗+英文二合一)', '2022[郵政招考]郵政三法大意全真模擬題庫：完美掌握重點，輕鬆上榜沒問題!【四版】﹝專業職(二)、內勤﹞']"
3338,考試用書,2022司律第一試-行政法-定江山-極重點整理+經典題演練-律師.司法官(保成)(二版),孫權,志光教育保成數位出版,2022/04/29,優惠價：79折 537元,"['2022司律第一試：民事訴訟法─定江山─極重點整理+經典題演練─律師.司法官(保成)(二版)', '2022司律第一試綜合法學：七小科立大功─極重點整理+經典題演練(保成)(二版)', '綜合法學(試題本&解析本)第一試模擬Q&A─2022律師.司法官(保成)(二版)', '[MUJI無印良品]自由換芯滑順膠墨筆芯/黑0.5mm', '力度伸維他命C+D+鋅發泡錠 30錠', '選我正解!國際公法選擇題(2版)', '司法官、律師考試第二試新式申論題國家考試卷(保成)', '國考線上閱卷申論式空白作答紙(4份)', '鬼滅之刃迷你便條紙：竈門炭治郎', '超擬真【測驗式答案卡】(依國家考試規格設計‧適用公職/就業/證照/升學考試)(內含10份 )']"
3339,考試用書,110建築國家考試試題詳解 ,九華土木建築補習班 ,九樺出版社,2022/05/06,優惠價：95折 713元,"['109建築國家考試試題詳解', '建築國家考試：106試題詳解', '建築國家考試：107試題詳解', '建築國家考試 105─109：建築環境控制題型整理', '建築國家考試：108試題詳解', '110土木國家考試試題詳解']"
3340,考試用書,行政法題型破解（13版）,周凌周董,學稔出版社,2022/05/18,優惠價：95折 675元,['NaN']
3341,考試用書,實務最前線 行政法（2版）,霸告,學稔出版社,2022/05/31,優惠價：79折 229元,"['實務最前線 刑法X刑訴(2版)', '實務最前線 民法X民訴(2版)', '非本科系六連榜司法官學霸告訴你：這樣做就只能上榜了啊', '實務必考熱區 民總、債法(2版)', '民事訴訟法學霸筆記書']"
3342,考試用書,稅務相關法規概要,施敏,高點,2022/04/20,優惠價：95折 646元,"['租稅申報實務', '記帳相關法規概要', '會計學概要', '[星巴克]酸奶洋蔥爆米花']"
3343,考試用書,2022年民事與刑事訴訟法小法典(依111年2月最新修法編寫)(含重點標示+精選試題)(八版),曾勻,三民輔考,2022/05/03,優惠價：79折 435元,"['2023公民小法典(法條分類整理+精選試題)[年年熱銷，上榜生必備](初等/五等/鐵路佐級適用)(八版)', '2023法學大意搶分小法典(精選法條+重點標示+歷屆試題)(初等/特考五等/地方五等/鐵路佐級適用)(十版)']"
3344,考試用書,【111年最新版】【新北市環保局儲備清潔隊題庫 （環保常識、廉政及職業安全衛生）】（體能測驗高分技巧大公開，收錄111年4月公告最新1150題題庫與解析）(3版),鼎文名師群,鼎文,2022/05/20,優惠價：79折 379元,['善存 N95醫用口罩(未滅菌)─成人立體 白色(5入/袋)']
3345,考試用書,泓觀稱霸中級會計學110年解題全攻略,鄭泓,高點,2022/05/10,優惠價：95折 456元,"['[MUJI無印良品]即食迷你拉麵 (雞汁風味)/120g', '【康健生機】金牌黑棗(去籽)300g(清真認証)']"
3346,考試用書,2022農田水利事業人員甄試[行政組]套書(贈行政法概要小法典),三民名師群,三民輔考,2022/05/30,優惠價：75折 1560元,"['2022年農田水利考試【農田灌溉排水概要】(篇章架構完整.最新試題精解詳析)(7版)', '農田水利會新進職員《一般行政人員─行政組》全套考試用書', '2022年農田水利考試【土地登記概要】(全新法規高效精編.核心考點精準掃瞄)(6版)', '111年農田水利事業新進人員考試(一般行政人員─行政組)套書(贈題庫網帳號、雲端課程)', '2022年農田水利考試【行政法概要】(圖表分析深入淺出.一本精讀考點掃描)(8版)']"
3347,考試用書,【最詳盡試題解析】2023全新 初考五等「歷屆題庫完全攻略」：法學大意(總題數3300題),伍迪,宏典文化,2022/05/30,優惠價：79折 490元,['【最詳盡試題解析】2023全新 初考五等「歷屆題庫完全攻略」：最新公民(總題數1890題)']
3348,考試用書,這是一本現行考銓與公務人力資源管理解題書（3版）,"祈欣,良文育成",讀享數位,2022/05/27,優惠價：79折 569元,['這是一本行政學解題書(6版)']
3349,考試用書,行政法（Ⅱ）學霸筆記書：行政罰、行政執行與行政爭訟,童律師,波斯納出版有限公司,2022/05/01,優惠價：95折 618元,"['行政法(Ⅰ)學霸筆記書：行政程序法', '刑法學霸筆記書(二版)', '民事訴訟法學霸筆記書', '非本科系六連榜司法官學霸告訴你：這樣做就只能上榜了啊', '憲法學霸筆記書(二版)']"
3350,考試用書,"2023共同科目25天速成(初等/五等適用)(重點速成+試題,題題詳解)(八版)",三民名師群,三民輔考,2022/05/05,優惠價：79折 569元,['2023法學大意搶分小法典(精選法條+重點標示+歷屆試題)(初等/特考五等/地方五等/鐵路佐級適用)(十版)']
3351,考試用書,[新細說]證券分析師套書【命題導向重點整理＋立即試題練習】（增修訂三版）,"劉憶娥,柳威廷,葉倫",宏典文化,2022/04/30,優惠價：85折 1913元,['NaN']
3352,考試用書,老師解題：刑法-2022律師.司法官.司法特考三等.高考(保成)(八版),陳介中,志光教育保成數位出版,2022/04/22,優惠價：79折 514元,"['[MUJI 無印良品]細軸棉棒(補充用)/200支', '老師解題─民法(財產法)─2022律師.司法官.法研所(保成)(三版)']"
3353,考試用書,記帳士專業科目歷屆試題詳解(110-100年),施敏,高點,2022/05/06,優惠價：95折 551元,"['記帳相關法規概要', '租稅申報實務']"
3354,考試用書,【最完善重點整理】2023全新「細說」初考五等：最新公民,畢成,宏典文化,2022/05/13,優惠價：79折 490元,"['【最詳盡試題解析】2023全新 初考五等「歷屆題庫完全攻略」：國文(總題數3810題)', '【最完善重點整理】2023全新「細說」初考五等：英文', '【最完善重點整理】2023全新「細說」初考五等：行政學大意', '2023法學大意搶分小法典(精選法條+重點標示+歷屆試題)(初等/特考五等/地方五等/鐵路佐級適用)(十版)']"
3355,考試用書,新時代 丙級工業配線學術科研讀範本 - 最新版(第十四版) - 附MOSME行動學習一點通：學科 ‧ 診斷 ‧ 擬真 ‧ 影音,"劉生武 ,葉佳興,王清崧 ,楊瑞良 ,顏嘉良",台科大,2022/05/12,優惠價：9折 360元,"['新時代 乙級數位電子術科實作寶典 ─ 使用Quartus II 軟體附VHDL程式碼 ─ 最新版(第三版) ─ 附MOSME行動學習一點通：範例. 評量', '室內配線(屋內線路裝修)技術士乙級技能檢定學科題庫總整理(第四版)【含技能檢定共同試題補充試題QR Code】', '雷射加工實務', 'Altium Designer電路設計國際認證：使命必達(第二版)【附學習資料光碟】', '製程細說：電路板銲墊表面處理']"
3356,考試用書,刑事訴訟法考點透析,劉睿揚律師,高點,2022/05/17,優惠價：95折 456元,['UNO 新 淨洗顏 130g']
3357,考試用書,這題會考！民事訴訟法大意+刑事訴訟法大意,康晞,學稔出版社,2022/05/31,優惠價：79折 679元,"['民事訴訟法學霸筆記書', '民事訴訟法大意與刑事訴訟法大意─2022司法五等(保成)', '刑事訴訟法考點透析', '修法最前線 憲法訴訟法', '這是一本民事訴訟法解題書(進階篇)(8版)']"
3358,考試用書,2022主題式會計事務(人工記帳、資訊)丙級 技能檢定學科滿分題庫：符合最新檢定規範及IFRS規定（會計丙級技術士）,林惠貞,千華數位文化,2022/05/20,優惠價：79折 308元,['2022主題式會計事務(人工記帳、資訊)丙級 技能檢定術科滿分題庫：符合最新檢定規範〔會計丙級技術士〕']
3359,考試用書,2022經濟部新進職員甄試[企管類]套書(國營事業聯招/台電/中油/台水/台糖),三民名師群,三民輔考,2022/05/06,優惠價：75折 1763元,"['國營事業2022試題大補帖經濟部新進職員【機械類】共同+專業(104~110年試題)[適用台電、中油、台水、台糖考試]', '國營事業2022試題大補帖 經濟部新進職員【財會類】共同+專業(104~110年試題)[適用台電、中油、台水、台糖考試]', '2022台糖新進工員甄試[地政]套書(贈公職英文單字[基礎篇])', '國營事業2022試題大補帖經濟部新進職員【化工製程類】共同+專業(104~110年試題)[適用台電、中油、台水、台糖考試]', '2022政府採購法10日速成：10天完全攻略政府採購法(經濟部/台電/捷運/台酒/鐵路特考)']"
3360,考試用書,2022農田水利事業人員甄試[共同科目]套書,三民名師群,三民輔考,2022/05/30,優惠價：75折 638元,"['2022年農田水利考試【農田灌溉排水概要】(篇章架構完整.最新試題精解詳析)(7版)', '2022年農田水利考試【土地行政與土地法規】(全新考點高分編輯.歷屆試題完善解析)(7版)', '111年農田水利事業新進人員考試(一般行政人員─行政組)套書(贈題庫網帳號、雲端課程)', '111年農田水利事業新進人員考試(灌溉管理人員─灌溉管理組)套書(贈題庫網帳號、雲端課程)', '111年農田水利事業新進人員考試(一般行政人員─地政組)套書(贈題庫網帳號、雲端課程)']"
3361,考試用書,實務最前線 刑法X刑訴（2版）,林熙,學稔出版社,2022/05/31,優惠價：79折 284元,"['實務最前線 行政法(2版)', '實務最前線 民法X民訴(2版)', '非本科系六連榜司法官學霸告訴你：這樣做就只能上榜了啊', '實務必考熱區 民總、債法(2版)', '上榜模板 刑事訴訟法(3版)', '民事訴訟法學霸筆記書']"
3362,考試用書,【術科新制＋職安新法＋工安時事】最新職業安全衛生管理乙級「搶勝套裝組（贏家攻略＋題庫解密）」,湯士弘,宏典文化,2022/06/10,優惠價：79折 727元,['NaN']
3363,考試用書,四技二專統測英文應考必讀攻略+5回模擬試題-試題本+詳解本,賴世雄,常春藤,2022/04/22,優惠價：79折 308元,"['四技二專統測必備英文單字', '致勝關鍵：國文統測複習28週(附題本、隨身讀)(修訂八版)', '攻破四技二專統測英文非選擇題', '新一代 科大四技數學 B 決戰統測45回 ─ 附MOSME行動學習一點通：詳解 ‧ 評量']"
3364,考試用書,2023搶救初考國文特訓：國文名師親自畫重點［九版］（初考／地特五等／各類五等）,徐弘縉,千華數位文化,2022/04/20,優惠價：79折 514元,"['羅文的國考公民(8版)', '行政學百分百(命題焦點暨題庫解析)(高普考‧初等考‧三、四、五等特考‧升等考適用)', '2023英文看這本就夠了：雙色編排標示必考重點[十八版](初等考試/地方五等/各類五等)', '法學緒論(大意)百分百測驗題庫命題焦點完全攻略(高普初‧地方特考‧三、四、五等特考‧司法‧鐵路‧警察‧升等考‧各類考試適用)', '行政學大意(概要)精典(初等、五等‧普考、四等‧各類相關考試適用)', '法學緒論─全彩圖說─2022高普考.三四等(保成)', '新簡明六法(含律師選考相關法規)', '法學大意(初等考試.五等特考適用)', '行政學─全彩心智圖表4.0：高普考.地方特考.各類特考(保成)(五版)', '【Dripo日本牧場】 紅茶牛乳即溶飲品(25入/盒)']"
3365,考試用書,刑法進階篇解題書,旭律師,高點,2022/04/19,優惠價：95折 570元,"['刑法爭點解讀', '智慧財產權法爭點解讀', '刑事訴訟法實戰解題書', '民事訴訟法爭點地圖(2版)', '刑事訴訟法題型破解(4版)', '犯罪學(概要)']"
3366,考試用書,刑法爭點解讀,旭律師,高點,2022/04/25,優惠價：95折 618元,['刑法進階篇解題書']
3367,考試用書,112年升大學學科測驗解題王  國文考科（108課綱）,"廖筱雯,金凰,許清龍,沈風,董澤",鶴立,2022/05/11,優惠價：79折 198元,"['112升大學學科能力測驗自然考科歷屆試題總覽 (108課綱)', '112升大學學科能力測驗數學考科歷屆試題總覽(A+B)(108課綱)']"
3368,考試用書,行政學秒速記憶(高普初、地方特考、三四五等特考適用),陳真,志光教育科技,2022/05/07,優惠價：79折 435元,"['行政法申論題型百分百(高考、地方三等、關務特考適用)', '行政學精論(高普考、升等考、地方三、四等、身心三、四等、原住民三、四等、退除役、軍人轉任考試適用)', '行政學─全彩心智圖表4.0：高普考.地方特考.各類特考(保成)(五版)', '行政法(概要)百分百申論題庫命題焦點完全攻略(高考‧三、四等特考‧研究所‧升等考‧地方‧司法‧鐵路‧警察‧各類相關考試適用)', '2022民法搶分小法典(高普考/地方特考適用)(完整法條+重點標示+對應試題)(三版)']"
3369,考試用書,分科測驗模考大神通(自然組),"何合,張力升,李振瑋,林元露",華逵文教,2022/05/10,優惠價：9折 198元,['近十年物理科指定科目試題解析']
3370,考試用書,25K最新機車考照完全手冊,世一文化編輯群,世一,2022/05/26,優惠價：9折 162元,"['機車考照手冊', '2022最新版機車考照快速過關攻略：【獨家】教練過關祕訣×路考場地模擬圖×完整筆試題×新制重機、身障領照指引', '【職安新法+工安時事+全新題庫】最新職業衛生管理甲級「搶勝套裝組(贏家攻略+題庫解密)」', '汽車考照指南(完整版)']"
