,分類,書名,作者,出版社,出版日期,優惠價,也買了
1897,親子教養,寶寶自己吃 BLW寶寶主導式離乳法全攻略,"陳譯庭 ,蘇妍臣",柏樂出版有限公司,2022/04/27,優惠價：79折 300元,"['與孩子的情緒對焦：做個平和的父母，教出快樂的小孩', '昆蟲小學1壞螳螂傑克', '昆蟲小學2鍬形蟲飛行大賽', '爸媽最安心的嬰幼兒副食品：專業營養師為寶貝量身打造的副食品全書', '輕鬆當爸媽，孩子更健康：超人氣小兒科醫師黃瑽寧教你安心育兒【暢銷增訂版】', 'The Big Steps： Let’s Wash Our Hands 洗手遊戲書', '1天10分鐘記住全世界.創意圖像地圖繪本_記住，就永不會忘!(附贈「世界地圖大海報」與「我的創意圖像」學習單下載)', '手殘媽咪也會做!200道嬰幼兒主副食品全攻略：電鍋、烤箱、平底鍋就能完成的0~3歲嬰幼兒美味健康餐!', '蟲蟲總動員 來自宋朝的疥君', '1~3歲幼兒手指食物：訓練孩子自然學會用手拿、用湯匙&叉子、筷子吃(暢銷修訂版)', '從現在開始，帶孩子遠離過敏【暢銷全新改版】(附10個過敏的故事CD)：異位性皮膚炎、過敏氣喘與過敏鼻炎，從預防、控制到治療，給父母的安心提案', '安心做父母，在愛裡無懼：黃瑽寧陪你正向育兒，用科學實證打造幸福感家庭', '我的孩子不吃東西!：資深兒科醫師親授不動怒用餐法，終結親子餐桌上的戰爭', '創意啟蒙認知翻翻書：形狀躲貓貓(50個翻頁)', 'JOYROOM 四合一 PD60W 鋁合金尼龍編織PD快充線─綠色(1.2M)', '小花園：赫威‧托雷光影遊戲書', '這個可以吃嗎?(二版)', 'BLW寶寶主導式離乳法實作指導：130道適合寶寶手抓的食物，讓寶寶自己選擇、自己餵自己!', 'BLW寶寶主導式進食法套書(共三本)', '肌力訓練課程設計']"
1898,親子教養,教室裡有一頭大象：思考、思考、講道理【哲學教授帶孩子從小養成思辨素養】,冀劍制,三民,2022/05/04,優惠價：79折 237元,"['Secret Garden：20 Postcards (祕密花園明信片組)', '那些史上不能曝光的幕後真相事件簿', '幻獸園 Libsa’s Animal Kingdom：來自西班牙超卡哇伊的人氣奇幻動物著色書(特殊攤平設計，單頁撕下可裱框)', '親子天下 6月號/2022 第123期', '化解孩子的「對立反抗」', '【MUJI 無印良品】掃除系列/縫隙清潔刷', '奇幻王國手提故事書【原創繪本故事】', '陪伴孩子的情緒行為障礙', '神奇魔法手提故事書【原創繪本故事】', '著色台灣舊日風情：用畫筆體驗老花磚的美感與創意', '做我自己!(兒童繪本/自我認同)', '歡喜巫婆買掃把', '晨讀10分鐘：做自己，不一定要叛逆(附閱讀素養題本)', '歡喜巫婆之剛好有雜貨店', '核心逆齡 節拍超慢跑：徒手慢養好肌力，幫你去油肚、解疼痛、降三高、增加骨密度與代謝力，抗老化擺脫肌少症!', '再讀一遍!1000個重要發明&發現：終結一知半解!一本掌握發明發現全史，大量漫畫、插圖、圖解，內附發明與發現的詳細年表、歷屆諾貝爾獎得主介紹', '練心：李崇建與雨果幼兒園的薩提爾教育實踐', '兒子使用說明書：在你放棄和兒子溝通之前，請先看腦科學專家怎麼說']"
1899,親子教養,我的孩子不吃東西！：資深兒科醫師親授不動怒用餐法，終結親子餐桌上的戰爭,卡洛斯．岡薩雷斯,新手父母,2022/04/16,優惠價：79折 395元,"['寶寶自己吃 BLW寶寶主導式離乳法全攻略', '與孩子的情緒對焦：做個平和的父母，教出快樂的小孩', '兒子使用說明書：在你放棄和兒子溝通之前，請先看腦科學專家怎麼說', '羅寶鴻的安定教養學：蒙特梭利、薩提爾、阿德勒，看懂孩子內在需求，培養正向、自信、穩定好性格', '【JUN 郡昱】4─12歲 兒童3D立體醫療口罩 三款選擇 30入/盒 侏儸紀公園', '練心：李崇建與雨果幼兒園的薩提爾教育實踐', '歡迎加入：寶寶睡好覺', '小男生上廁所了!', '蒙特梭利專家親授!教孩子學規矩一點也不難：淡定面對0~6歲孩子的情緒勒索，不用對立也能教出自律又快樂的孩子【隨書贈：孩子3階段身心發展特色&教養祕訣提醒】', '強風吹拂', '最美好、也最殘酷的翻身時代：畢德歐夫帶你掌握理財5大關鍵', '薩提爾的故事溝通：陪孩子練習愛，在愛中學習成長', '寶寶眼中的媽媽圖鑑：我媽媽是這樣誕生的(限量加贈驅蚊貼片)', '腸道菌對了身心就健康!營養學專家的護腸飲食全指南：飲食×腸道菌×健康三角關係大解析+75道健腸食譜──教你吃出體內「腸」勝軍，由內而外打造健康全身心', '零阻力改變：華頓商學院爆紅行為科學課，直擊內在弱點，高效自我成長', '手殘媽咪也會做!200道嬰幼兒主副食品全攻略：電鍋、烤箱、平底鍋就能完成的0~3歲嬰幼兒美味健康餐!']"
1900,親子教養,只是開玩笑，竟然變被告？套書1＋2（共2冊）,吉靜如,三采,2022/06/10,優惠價：75折 570元,"['離島星星數一數 逃出數學的密室(附 超實用攻略本)', '君偉的怪奇報告']"
1901,親子教養,邊玩邊學的親子自然遊樂園：動動腦．動動手與孩子一起親近自然的遊戲提案書,"趙啟傑,陳宣蓉",雅書堂,2022/05/06,優惠價：79折 300元,"['靜心練習─停 想 行 學會對自己負責：33個「呼吸」與「想法練習」教孩子調整情緒 獲得解決問題的方法與勇氣', '我不是故意的!爸爸媽媽請耐心教我 (好評口碑版)：理解小小孩的各種情緒，跟著小傑老師一起看見每個孩子最與眾不同的本質!', '兒子使用說明書：在你放棄和兒子溝通之前，請先看腦科學專家怎麼說', '你沒想過的仿生學：模仿動物的創意發明', '不可思議的動物大集合', '恆溫教養：成為父母，要當「恆溫計」而非溫度計!用耐心回應孩子的情緒，用理解安定孩子心靈，構築坦率的信任關係，維持愛的恆溫!', '羅寶鴻的安定教養學：蒙特梭利、薩提爾、阿德勒，看懂孩子內在需求，培養正向、自信、穩定好性格', '練心：李崇建與雨果幼兒園的薩提爾教育實踐']"
1902,親子教養,每個孩子都能學好規矩【跨世代長銷經典版】,安妮特･卡司特尚,親子天下,2022/05/24,優惠價：79折 277元,"['星星的孩子其實可以更好──曲智鑛老師的27種自閉症特質實證本位訓練法，教出孩子的生活自理、社交溝通和工作能力', '曲老師的情緒素養課：生活中教出孩子的高情商和好品格', '我是特教老師，我是ADHD：特教老師秦郁涵無畏標籤，翻轉過動人生路', '陪伴孩子的情緒行為障礙', '練心：李崇建與雨果幼兒園的薩提爾教育實踐', '全方位理財的第一堂課：你一生必學的五大財務規畫', '每個孩子都能好好睡覺【跨世代長銷經典版】', '每個孩子都能好好吃飯【跨世代長銷經典版】']"
1903,親子教養,靜心練習-停 想 行 學會對自己負責：33個「呼吸」與「想法練習」教孩子調整情緒 獲得解決問題的方法與勇氣,楊舒雯,大大創意,2022/05/01,優惠價：79折 284元,"['恆溫教養：成為父母，要當「恆溫計」而非溫度計!用耐心回應孩子的情緒，用理解安定孩子心靈，構築坦率的信任關係，維持愛的恆溫!', '正向聚焦：有效肯定的三十種變化，點燃孩子的內在動力', '練心：李崇建與雨果幼兒園的薩提爾教育實踐', '小學生高效學習原子習慣 (附贈小學生考試學習自學手冊)：拆解8大策略X23個實作心法，引導孩子學習如何學', '八週正念練習：走出憂鬱與情緒風暴(附練習光碟)', '你背負了誰的傷：從家庭的原生三角關係，療癒代際傷害', '和自己，相愛不相礙：好好吃飯、好好睡覺、好好愛的正念生活', '為何家會傷人：讓愛不再是負擔', '心靈的傷，身體會記住', '弄懂6~12歲孩子的內心X情緒X行為問題(暢銷增修版)：心理師給父母的21個教養解答']"
1904,親子教養,〈最新修訂版〉 懷孕知識百科,Heidi Murkoff,笛藤,2022/05/30,優惠價：79折 703元,"['權威醫療團隊寫給妳的懷孕生產書【全圖解】：集結中、西名醫傳授孕期40週╳生產養護完全指南，讓孕婦順產、胎兒健康!', '新生兒父母手冊：0~12個月寶寶的學習發展與健康照顧(新世代增訂版)', '懷孕全食物營養指南：結合西醫與自然醫學，以最新營養科學，為媽媽和寶寶打造的完整孕期指引', '【Farcent香水】克潮靈環保除濕桶補充包─小蒼蘭英國梨(3入/組)', '懷孕百科：從受孕到生產，以精密圖解漫步孕程']"
1905,親子教養,每個孩子都能好好吃飯【跨世代長銷經典版】,"安妮特･卡司特尚 ,哈特穆･摩根洛特",親子天下,2022/05/24,優惠價：79折 277元,"['你的賦權，是最好的成全：讓孩子踏上勇於跨界的生命旅程', '相親相愛不簡單?：給爸媽的手足教養學', '每個孩子都能學好規矩【跨世代長銷經典版】', '練心：李崇建與雨果幼兒園的薩提爾教育實踐', '兒子使用說明書：在你放棄和兒子溝通之前，請先看腦科學專家怎麼說']"
1906,親子教養,家裡有隻過動小怪獸！：家有過動兒的道歉日常，讓媽媽陪你一起成長,曹恩惠,橙實文化,2022/05/24,優惠價：79折 253元,['NaN']
1907,親子教養,每個孩子都能好好系列套書【跨世代長銷經典版】(3冊),"安妮特･卡司特尚,哈特穆･摩根洛特",親子天下,2022/05/27,優惠價：75折 788元,"['1~3歲幼兒手指食物：訓練孩子自然學會用手拿、用湯匙&叉子、筷子吃(暢銷修訂版)', '中醫爸爸40個育兒神招，孩子少生病、超好帶：不打針、少吃藥，輕鬆搞定高燒不退、久咳不好等小兒惱人病', '一週副食品，140道冰磚食譜暢銷修訂版', '生酮飲食讓孩子變聰明：醣類DOWN，學習力UP!日本名醫教你提升孩童免疫力與專注力', '發燒免驚!搞懂流感、腸病毒，小兒生病不心慌(含MP3有聲書)']"
1908,親子教養,教室裡的理財冒險王：在賺錢、繳稅、創業、投資中，培養受用一生的財商思維【隨書送理財大冒險主題式記帳本】,玉孝珍,三民,2022/06/01,優惠價：79折 277元,"['塔木德親子財富課：向猶太人學致富，從小開始', '穿越故宮大冒險7：驚天動地多寶格(限量贈故宮人氣國寶貼紙)', '[MUJI無印良品]草莓味軟糖/50g']"
1909,親子教養,透過正向教養，讓「容易放棄的孩子」變成「堅持到底的孩子」,岡崎大輔,台灣東販,2022/05/26,優惠價：9折 306元,"['提升孩子專注力，家長自己來：40個鍛鍊腦力、穩定情緒、促進學習的整合運動', '哈佛媽媽的海豚教養法：醫學博士超過15年潛心撰寫，從內在驅動孩子迎向21世紀的關鍵技能!', '兒童職能治療師教你玩出無限潛力!：給0〜6歲孩子的分齡學習遊戲書(含全彩遊戲圖卡附錄)', '邊玩邊學的親子自然遊樂園：動動腦.動動手與孩子一起親近自然的遊戲提案書', '正向聚焦：有效肯定的三十種變化，點燃孩子的內在動力']"
1910,親子教養,茁壯成長！成功孩子的七大性格力量：揭開孩子卓越出色的關鍵！培養心理韌性、樂觀態度和全人精神,蜜雪兒．玻芭教育博士,大好書屋,2022/06/02,優惠價：79折 316元,['不敗學習力：學霸都在用的10大聰明讀書法']
1911,親子教養,分齡照片×安心指引×專業建議 0〜3歲全方位育兒聖經：從成長發育、副食品製備到疾病預防，用專業知識守護寶寶的每一天,土屋惠司,台灣東販,2022/05/26,優惠價：9折 495元,['新生兒父母手冊：0~12個月寶寶的學習發展與健康照顧(新世代增訂版)']
1912,親子教養,每個孩子都能好好睡覺【跨世代長銷經典版】,"安妮特･卡司特尚,哈特穆･摩根洛特",親子天下,2022/05/24,優惠價：79折 277元,"['輕鬆當爸媽，孩子更健康：超人氣小兒科醫師黃瑽寧教你安心育兒【暢銷增訂版】', '安心做父母，在愛裡無懼：黃瑽寧陪你正向育兒，用科學實證打造幸福感家庭', '每個孩子都能學好規矩【跨世代長銷經典版】']"
1913,親子教養,每日10分鐘數學超好玩親子互動遊戲書：用遊戲打造數學基礎，100天就讓孩子愛上學習【附贈1~100數字海報】,"辛敬美,千宗鉉",采實文化,2022/04/28,優惠價：79折 356元,"['【沒關係系列】我很生氣，該怎麼辦?', '【沒關係系列】為什麼每次都罵我?', '鱷魚愛上長頸鹿6：媽媽的驚喜之旅', '怎麼說對不起', '鱷魚愛上長頸鹿5：好忙好忙的聖誕節', '怪獸媽媽：好愛好愛你限量印簽祝福紀念版', '端午飄粽香', '這樣學超好玩!第一本親子互動數學遊戲：在家就能玩，專為學齡前孩子&忙碌家長設計!88款從日常中學會概念、愛上數學的生活遊戲', '過目不忘的文轉圖深化記憶法：跟著世界記憶權威用大腦最節能的學習途徑，讓你的輸出有觀點，學習力、企劃力、專注力全面升級', '引導孩子說出內心話：不說教的情商課，讓親子都被好好理解', '【兒童情緒教養遊戲書】動動轉轉盤，我今天是什麼心情?', '巴士暴龍(限量加贈夜光墨小畫卡)']"
1914,親子教養,圖解在家的蒙特梭利：77個有趣的體驗式生活遊戲，培養孩子的感官×協調×生活自理能力,馬雅．皮塔明克,新手父母,2022/05/21,優惠價：79折 379元,"['引導孩子說出內心話：不說教的情商課，讓親子都被好好理解', '溫和且堅定的正向教養：姚以婷審定推薦，暢銷全球40年的阿德勒式教養經典，教出自律、負責、合作的孩子，賦予孩子解決問題的能力', '我們吵架了：黃彥鈞給孩子的情緒控制繪本', '薩提爾的故事溝通：陪孩子練習愛，在愛中學習成長', '跟阿德勒學正向教養：從49個練習開始，用鼓勵提升孩子的歸屬感與自我價值']"
